,Fi,H_nodes
0,0.00000,4.99790
1,-5.07391,4.99734
2,-10.12740,4.99956
3,-15.14010,5.00512
4,-20.09184,5.00600
5,-24.96268,5.01153
6,-29.73300,5.01728
7,-34.38359,5.02461
8,-38.89574,5.03226
9,-43.25127,5.03980
10,-47.43263,5.04806
11,-51.42301,5.05700
12,-55.20632,5.06667
13,-58.76734,5.07588
14,-62.09172,5.08326
15,-65.16608,5.09266
16,-67.97803,5.10167
17,-70.51627,5.10946
18,-72.77056,5.11657
19,-74.73183,5.12183
20,-76.39218,5.12766
21,-77.74493,5.13318
22,-78.78462,5.13674
23,-79.50708,5.13890
24,-79.90939,5.13997
25,-79.98993,5.14096
26,-79.74838,5.13935
27,-79.18572,5.13771
28,-78.30420,5.13468
29,-77.10737,5.13064
30,-75.60007,5.12457
31,-73.78834,5.11886
32,-71.67950,5.11222
33,-69.28203,5.10524
34,-66.60559,5.09655
35,-63.66095,5.08821
36,-60.45997,5.07942
37,-57.01553,5.07043
38,-53.34152,5.06128
39,-49.45272,5.05272
40,-45.36479,5.04363
41,-41.09419,5.03721
42,-36.65812,5.02832
43,-32.07444,5.02003
44,-27.36161,5.01403
45,-22.53860,5.00917
46,-17.62484,5.00506
47,-12.64011,5.00119
48,-7.60448,4.99892
49,-2.53823,4.99751
50,2.53823,4.99760
51,7.60448,4.99894
52,12.64011,5.00109
53,17.62484,5.00433
54,22.53860,5.00891
55,27.36161,5.01401
56,32.07444,5.02172
57,36.65812,5.02796
58,41.09419,5.03567
59,45.36479,5.04392
60,49.45272,5.05293
61,53.34152,5.06215
62,57.01553,5.07134
63,60.45997,5.07914
64,63.66095,5.08815
65,66.60559,5.09725
66,69.28203,5.10585
67,71.67950,5.11264
68,73.78834,5.11899
69,75.60007,5.12515
70,77.10737,5.12996
71,78.30420,5.13533
72,79.18572,5.13797
73,79.74838,5.13981
74,79.98993,5.14016
75,79.90939,5.13934
76,79.50708,5.13851
77,78.78462,5.13619
78,77.74493,5.13297
79,76.39218,5.12787
80,74.73183,5.12159
81,72.77056,5.11516
82,70.51627,5.10981
83,67.97803,5.10159
84,65.16608,5.09279
85,62.09172,5.08425
86,58.76734,5.07391
87,55.20632,5.06671
88,51.42301,5.05755
89,47.43263,5.04772
90,43.25127,5.03941
91,38.89574,5.03090
92,34.38359,5.02609
93,29.73300,5.01773
94,24.96268,5.01026
95,20.09184,5.00889
96,15.14010,5.00230
97,10.12740,5.00012
98,5.07391,4.99857
99,57.45441,5.08957
100,52.57589,5.07992
101,55.93352,5.07862
102,53.10319,5.09148
103,69.56370,5.15437
104,72.14038,5.14599
105,74.81144,5.14391
106,75.36494,5.13917
107,49.59058,5.08115
108,-6.07492,5.15891
109,-5.24679,4.96583
110,-5.26187,5.18772
111,-6.06210,4.90964
112,6.74951,7.36146
113,6.90509,7.37161
114,7.76543,7.16687
115,7.87001,7.18814
116,-6.31295,7.28238
117,-7.15280,7.15328
118,-6.54358,7.32342
119,-7.54227,7.14735
120,5.15784,6.21043
121,5.97411,6.26743
122,5.20677,6.45756
123,-2.60099,6.30162
124,-2.31953,6.40251
125,-2.62433,6.43782
126,-2.84970,6.34980
127,-2.90196,6.22277
128,-3.30250,7.69055
129,-2.95572,7.69388
130,-2.90502,7.76800
131,-3.34225,7.59340
132,-1.72989,6.02916
133,-1.72954,5.93964
134,-1.58851,5.94698
135,-1.93205,6.00263
136,2.02130,7.40930
137,1.88355,7.35096
138,1.82725,7.36604
139,1.76280,7.30322
140,1.65907,5.55116
141,1.80735,7.27737
142,2.01883,7.34432
143,-0.74977,2.98917
144,-0.81235,3.10796
145,-0.75436,3.06119
146,-0.82672,3.04420
147,-1.04061,4.23110
148,-1.07383,4.31847
149,-0.99339,3.32516
150,-0.97415,3.21704
151,-1.04778,4.18313
152,-0.55712,2.20611
153,-0.51603,2.11041
154,-0.51536,2.13997
155,-0.46992,1.76191
156,-0.49346,1.76110
157,0.97774,3.88811
158,1.00623,3.96375
159,1.05645,3.95867
160,1.00026,3.86087
161,1.78555,7.20655
162,1.63770,5.29931
163,1.64816,5.45216
164,-1.99201,8.24970
165,-2.23341,8.33182
166,-2.07241,8.28183
167,-1.86066,6.24231
168,-1.86165,6.09213
169,1.96040,7.23247
170,1.76989,7.15327
171,1.62764,5.27902
172,-0.63334,2.45671
173,-0.57855,2.34611
174,-0.58651,2.40155
175,-0.54036,1.88742
176,-0.56350,1.96717
177,-2.12500,8.16723
178,-2.40769,8.19164
179,-2.16402,8.19262
180,-1.97508,8.13893
181,-1.94593,8.11801
182,0.99339,3.37460
183,0.94118,3.26623
184,1.03451,3.32420
185,1.12714,3.43437
186,1.05921,3.50139
187,-2.02283,6.28932
188,-2.10388,6.40138
189,-1.85558,6.35604
190,-1.78309,6.25224
191,-1.94141,6.20218
192,8.56875,5.77373
193,7.45877,5.74626
194,8.37031,5.55280
195,9.68042,5.60917
196,9.67622,5.83162
197,-1.98948,3.79609
198,-2.70849,3.78407
199,-1.83737,3.62815
200,-0.97881,3.58331
201,-0.99853,3.82704
202,-76.87413,5.14192
203,-75.83705,5.14176
204,-73.29304,5.14831
205,-74.98467,5.14561
206,61.43761,5.09832
207,61.72499,5.09086
208,64.92752,5.10556
209,56.82729,5.11484
210,52.97469,5.10426
211,57.12634,5.10160
212,13.14345,4.89266
213,10.84968,4.85608
214,8.31703,4.86491
215,7.20532,4.81216
216,-66.95511,5.16159
217,-63.57733,5.16884
218,-62.79937,5.17540
219,-59.51302,5.18277
220,-67.28972,5.15696
221,-71.25135,5.15066
222,-70.01933,5.15566
223,18.52641,4.94326
224,17.25265,4.90875
225,14.30286,4.85046
226,13.40048,4.83822
227,9.31114,6.10264
228,8.30775,6.33721
229,7.94507,6.22341
230,9.27324,6.32625
231,-1.89021,3.33335
232,-1.53450,3.14881
233,-1.56995,3.30328
234,-1.17218,3.05205
235,-0.96978,3.18439
236,0.91963,2.83156
237,0.59412,2.63446
238,0.73702,2.58213
239,0.56556,2.78608
240,5.44796,7.27105
241,6.16780,7.20604
242,6.22315,7.05683
243,3.11493,7.03357
244,3.59131,6.90273
245,3.28771,6.89257
246,3.50023,7.05886
247,-0.39286,1.75657
248,-0.37421,1.69783
249,-0.33756,1.63469
250,-0.44437,1.82985
251,-2.22214,7.07012
252,-2.10327,7.14366
253,-2.38388,7.15022
254,-2.50146,7.08446
255,-2.42494,7.01846
256,-1.83637,6.11749
257,-2.03471,6.11089
258,-2.20832,6.19659
259,0.99933,3.22494
260,1.11573,3.31586
261,-0.96571,3.50187
262,-0.98997,3.42562
263,-0.90134,3.38796
264,-1.05625,3.53045
265,-1.09716,3.48447
266,2.01361,7.60434
267,2.17728,7.67161
268,1.98153,7.64821
269,2.20136,7.61578
270,2.36532,7.66360
271,1.09482,3.91822
272,1.02334,3.81814
273,1.16192,4.01833
274,-0.68343,2.56107
275,-0.70808,2.51280
276,-0.76120,2.63949
277,2.23627,7.40410
278,2.22719,7.34412
279,-1.46794,5.92726
280,-1.46850,5.98019
281,-1.58428,6.01845
282,-1.35924,4.49509
283,1.89530,7.71124
284,1.74400,5.82275
285,1.85132,7.72583
286,1.99782,7.78476
287,2.11112,7.76278
288,1.73561,5.80826
289,-2.08256,8.28576
290,-2.13648,8.32151
291,-2.30292,8.35135
292,-1.99433,8.24163
293,-1.86254,6.38326
294,0.72425,2.78026
295,0.78967,2.83076
296,0.75942,2.87747
297,0.85952,2.95813
298,-1.23054,4.76376
299,-1.34345,4.82640
300,-1.28719,4.72221
301,-1.43520,4.78564
302,1.33865,5.02579
303,1.41914,4.97458
304,1.28414,4.92489
305,1.48009,5.05831
306,2.06314,7.29911
307,1.92605,7.27006
