,mesh_name,Ra,Ram,magnetics_result_name,chi0,Pr,QPsi,QW,QT
0,N120_n4_R1_dr0.3,30000,75000,N120_n4_R1_dr0.3\magnetics_N120_n4_R1_dr0.3,3.00000,10,1.20000,0.70000,1.20000
