,W,Psi,T
0,1.42857,0.51880,0.02893
1,0.86305,0.83331,0.01427
2,0.60906,0.50403,0.00971
3,0.47124,0.36082,0.00785
4,0.38595,0.27847,0.00800
5,0.32089,0.22594,0.00965
6,0.27520,0.18940,0.01190
7,0.23837,0.16275,0.01407
8,0.21031,0.14233,0.01596
9,0.18694,0.12615,0.01756
10,0.16878,0.11288,0.01892
11,0.15392,0.10177,0.02018
12,0.14276,0.09222,0.02134
13,0.13357,0.08392,0.02240
14,0.12645,0.07658,0.02331
15,0.12025,0.07002,0.02401
16,0.11539,0.06411,0.02446
17,0.11113,0.05872,0.02459
18,0.10757,0.05378,0.02445
19,0.10398,0.04921,0.02408
20,0.10041,0.04497,0.02359
21,0.09665,0.04100,0.02302
22,0.09288,0.03728,0.02238
23,0.08906,0.03379,0.02161
24,0.08528,0.03051,0.02070
25,0.08153,0.02745,0.01969
26,0.07793,0.02462,0.01862
27,0.07470,0.02201,0.01756
28,0.07211,0.01964,0.01653
29,0.07025,0.01750,0.01559
30,0.06903,0.01559,0.01477
31,0.06822,0.01392,0.01408
32,0.06758,0.01246,0.01349
33,0.06690,0.01120,0.01295
34,0.06606,0.01012,0.01240
35,0.06495,0.00919,0.01181
36,0.06375,0.00842,0.01118
37,0.06235,0.00780,0.01056
38,0.06113,0.00735,0.00995
39,0.05985,0.00706,0.00947
40,0.05900,0.00693,0.00912
41,0.05823,0.00695,0.00902
42,0.05803,0.00709,0.00911
43,0.05782,0.00733,0.00926
44,0.05725,0.00764,0.00957
45,0.05618,0.00800,0.01023
46,0.05512,0.00838,0.01151
47,0.05407,0.00877,0.01331
48,0.05372,0.00916,0.01571
49,0.05387,0.00955,0.01891
50,0.05540,0.00992,0.02290
51,0.05768,0.01027,0.02767
52,0.06173,0.01059,0.03312
53,0.06876,0.01089,0.03915
54,0.07693,0.01113,0.04535
55,0.09234,0.01134,0.05121
56,0.11330,0.01147,0.05577
57,0.13429,0.01160,0.05856
58,0.15702,0.01165,0.05926
59,0.17237,0.01173,0.05840
60,0.18260,0.01175,0.05687
61,0.18628,0.01181,0.05610
62,0.18867,0.01184,0.05741
63,0.19801,0.01190,0.06148
64,0.22184,0.01195,0.06838
65,0.26051,0.01200,0.07819
66,0.31571,0.01209,0.08957
67,0.36964,0.01223,0.10216
68,0.42300,0.01252,0.11608
69,0.45751,0.01292,0.13277
70,0.49256,0.01349,0.15203
71,0.52552,0.01432,0.17211
72,0.56998,0.01551,0.19116
73,0.58609,0.01698,0.20850
74,0.58378,0.01854,0.22551
75,0.56948,0.02004,0.24194
76,0.56485,0.02134,0.25630
77,0.56584,0.02256,0.26920
78,0.54718,0.02356,0.27753
79,0.53555,0.02402,0.28064
80,0.53777,0.02393,0.26935
81,0.57418,0.02313,0.24850
82,0.61402,0.02208,0.22557
83,0.63609,0.02123,0.20736
84,0.64532,0.02106,0.19680
85,0.62414,0.02102,0.19202
86,0.60700,0.02120,0.19018
87,0.56279,0.02184,0.18772
88,0.57283,0.02192,0.18737
89,0.69815,0.02178,0.19304
90,0.89235,0.02161,0.20038
91,0.92989,0.02234,0.20627
92,0.94843,0.02321,0.20718
93,0.91744,0.02467,0.20835
94,0.88521,0.02596,0.21426
95,0.89409,0.02735,0.22366
96,0.88233,0.02874,0.23132
97,0.90201,0.03057,0.23398
98,0.93028,0.03149,0.22834
99,0.88704,0.03336,0.21649
100,0.81392,0.03452,0.20269
101,0.74506,0.03513,0.18992
102,0.64344,0.03454,0.17728
103,0.57570,0.03320,0.16621
104,0.50194,0.03211,0.15505
105,0.45906,0.02996,0.14457
106,0.40381,0.02833,0.13727
107,0.37407,0.02613,0.13100
108,0.35549,0.02424,0.12562
109,0.35544,0.02179,0.11958
110,0.36653,0.01977,0.11134
111,0.36572,0.01811,0.10160
112,0.35706,0.01668,0.09621
113,0.35790,0.01564,0.09665
114,0.36060,0.01501,0.10035
115,0.38314,0.01467,0.10424
116,0.40573,0.01467,0.10671
117,0.42885,0.01488,0.10832
118,0.44500,0.01564,0.10941
119,0.45166,0.01640,0.10876
120,0.44866,0.01747,0.10626
121,0.43469,0.01816,0.10272
122,0.41748,0.01894,0.09834
123,0.38014,0.01927,0.09261
124,0.34549,0.01935,0.08592
125,0.30057,0.01895,0.07726
126,0.26489,0.01821,0.06877
127,0.21879,0.01732,0.06161
128,0.18392,0.01612,0.05603
129,0.15519,0.01491,0.05095
130,0.13119,0.01343,0.04658
131,0.12476,0.01202,0.04331
132,0.11550,0.01063,0.04160
133,0.13014,0.00953,0.04002
134,0.13880,0.00864,0.03813
135,0.13474,0.00795,0.03714
136,0.12959,0.00728,0.03796
137,0.13682,0.00679,0.04020
138,0.15638,0.00666,0.04379
139,0.19041,0.00670,0.04848
140,0.22372,0.00702,0.05336
141,0.24876,0.00754,0.05735
142,0.26217,0.00820,0.05975
143,0.26699,0.00887,0.06031
144,0.25769,0.00955,0.05987
145,0.24297,0.01011,0.05951
146,0.22406,0.01053,0.05940
147,0.20427,0.01082,0.05908
148,0.18689,0.01089,0.05793
149,0.17261,0.01082,0.05590
150,0.15964,0.01056,0.05346
151,0.14800,0.01026,0.05140
152,0.14070,0.00980,0.05006
153,0.13783,0.00937,0.04927
154,0.13350,0.00887,0.04843
155,0.12782,0.00840,0.04736
156,0.11870,0.00795,0.04617
157,0.11104,0.00753,0.04495
158,0.10551,0.00717,0.04390
159,0.10296,0.00686,0.04332
160,0.10215,0.00657,0.04323
161,0.10437,0.00631,0.04337
162,0.10915,0.00606,0.04353
163,0.11644,0.00585,0.04335
164,0.12348,0.00568,0.04278
165,0.12889,0.00559,0.04188
166,0.13135,0.00555,0.04086
167,0.13076,0.00557,0.03977
168,0.12704,0.00560,0.03854
169,0.12131,0.00565,0.03706
170,0.11376,0.00566,0.03521
171,0.10588,0.00568,0.03303
172,0.09700,0.00564,0.03068
173,0.08847,0.00560,0.02841
174,0.07912,0.00550,0.02642
175,0.07178,0.00538,0.02487
176,0.06535,0.00523,0.02384
177,0.06280,0.00508,0.02331
178,0.06276,0.00494,0.02310
179,0.06522,0.00483,0.02302
180,0.06658,0.00476,0.02294
181,0.06656,0.00472,0.02277
182,0.06423,0.00472,0.02253
183,0.06201,0.00473,0.02222
184,0.05898,0.00476,0.02185
185,0.05630,0.00478,0.02142
186,0.05272,0.00479,0.02092
187,0.04904,0.00481,0.02036
188,0.04619,0.00478,0.01979
189,0.04540,0.00476,0.01923
190,0.04644,0.00470,0.01871
191,0.04716,0.00468,0.01824
192,0.04758,0.00461,0.01784
193,0.04702,0.00458,0.01744
194,0.04721,0.00450,0.01705
195,0.04743,0.00445,0.01658
196,0.04830,0.00437,0.01601
197,0.04746,0.00432,0.01529
198,0.04566,0.00423,0.01448
199,0.04235,0.00416,0.01360
200,0.03973,0.00406,0.01270
201,0.03708,0.00398,0.01181
202,0.03567,0.00386,0.01093
203,0.03315,0.00376,0.01003
204,0.03021,0.00363,0.00916
205,0.02678,0.00351,0.00839
206,0.02520,0.00337,0.00780
207,0.02484,0.00325,0.00743
208,0.02644,0.00312,0.00719
209,0.02780,0.00303,0.00697
210,0.02839,0.00293,0.00671
211,0.02786,0.00285,0.00646
212,0.02757,0.00277,0.00624
213,0.02754,0.00271,0.00604
214,0.02813,0.00266,0.00586
215,0.02832,0.00263,0.00567
216,0.02796,0.00260,0.00546
217,0.02671,0.00259,0.00522
218,0.02531,0.00257,0.00497
219,0.02388,0.00257,0.00472
220,0.02289,0.00256,0.00449
221,0.02207,0.00256,0.00429
222,0.02144,0.00256,0.00412
223,0.02083,0.00258,0.00399
224,0.02039,0.00258,0.00390
225,0.02023,0.00260,0.00387
226,0.02035,0.00261,0.00389
227,0.02078,0.00263,0.00393
228,0.02122,0.00265,0.00399
229,0.02163,0.00268,0.00403
230,0.02185,0.00271,0.00405
231,0.02184,0.00273,0.00405
232,0.02170,0.00276,0.00402
233,0.02131,0.00279,0.00397
234,0.02088,0.00282,0.00389
235,0.02018,0.00284,0.00379
236,0.01957,0.00286,0.00369
237,0.01867,0.00287,0.00358
238,0.01801,0.00288,0.00347
