,Fi,H_nodes
0,0.00000,4.99907
1,5.07391,4.99911
2,10.12740,5.00007
3,15.14010,5.00111
4,20.09184,5.00433
5,24.96268,5.00435
6,29.73300,5.00902
7,34.38359,5.01278
8,38.89574,5.01552
9,43.25127,5.01962
10,47.43263,5.02294
11,51.42301,5.02791
12,55.20632,5.03248
13,58.76734,5.03569
14,62.09172,5.04148
15,65.16608,5.04530
16,67.97803,5.05014
17,70.51627,5.05446
18,72.77056,5.05630
19,74.73183,5.05885
20,76.39218,5.06274
21,77.74493,5.06535
22,78.78462,5.06663
23,79.50708,5.06809
24,79.90939,5.06822
25,79.98993,5.06886
26,79.74838,5.06872
27,79.18572,5.06777
28,78.30420,5.06643
29,77.10737,5.06351
30,75.60007,5.06104
31,73.78834,5.05843
32,71.67950,5.05507
33,69.28203,5.05189
34,66.60559,5.04762
35,63.66095,5.04278
36,60.45997,5.03820
37,57.01553,5.03473
38,53.34152,5.02950
39,49.45272,5.02542
40,45.36479,5.02136
41,41.09419,5.01691
42,36.65812,5.01364
43,32.07444,5.01018
44,27.36161,5.00743
45,22.53860,5.00410
46,17.62484,5.00190
47,12.64011,5.00046
48,7.60448,4.99951
49,2.53823,4.99914
50,-2.53823,4.99925
51,-7.60448,4.99951
52,-12.64011,5.00032
53,-17.62484,5.00260
54,-22.53860,5.00426
55,-27.36161,5.00693
56,-32.07444,5.00963
57,-36.65812,5.01311
58,-41.09419,5.01822
59,-45.36479,5.02148
60,-49.45272,5.02538
61,-53.34152,5.03000
62,-57.01553,5.03476
63,-60.45997,5.03875
64,-63.66095,5.04297
65,-66.60559,5.04708
66,-69.28203,5.05120
67,-71.67950,5.05511
68,-73.78834,5.05826
69,-75.60007,5.06088
70,-77.10737,5.06358
71,-78.30420,5.06572
72,-79.18572,5.06753
73,-79.74838,5.06807
74,-79.98993,5.06902
75,-79.90939,5.06864
76,-79.50708,5.06798
77,-78.78462,5.06689
78,-77.74493,5.06539
79,-76.39218,5.06208
80,-74.73183,5.05956
81,-72.77056,5.05713
82,-70.51627,5.05379
83,-67.97803,5.04961
84,-65.16608,5.04512
85,-62.09172,5.04089
86,-58.76734,5.03684
87,-55.20632,5.03312
88,-51.42301,5.02714
89,-47.43263,5.02276
90,-43.25127,5.01889
91,-38.89574,5.01529
92,-34.38359,5.01153
93,-29.73300,5.00828
94,-24.96268,5.00517
95,-20.09184,5.00275
96,-15.14010,5.00248
97,-10.12740,5.00055
98,-5.07391,4.99862
99,-2.22107,3.85080
100,-2.61841,3.96968
101,-2.24270,3.91236
102,-2.44947,3.98237
103,5.31485,5.58931
104,5.32003,5.66329
105,5.52378,5.63686
106,5.58723,5.56205
107,5.73761,6.04675
108,5.55440,6.04178
109,5.63390,5.98392
110,5.90144,5.96712
111,-4.48422,5.48818
112,-4.59521,5.49675
113,-4.52515,5.52773
114,-4.64340,5.54342
115,1.59298,3.44031
116,1.52134,3.30901
117,1.58212,3.31337
118,5.40141,6.65198
119,5.29925,6.21235
120,5.38789,6.62755
121,5.41079,6.67966
122,5.31854,6.18365
123,-3.02316,4.20687
124,-3.01132,4.18260
125,-2.91321,4.16063
126,-3.12801,4.26276
127,-3.14144,4.22725
128,5.86063,6.69301
129,5.90085,6.63660
130,5.72834,6.69138
131,5.99378,6.69659
132,6.11507,6.62093
133,6.36756,5.51245
134,6.06990,5.45315
135,6.44337,5.39090
136,6.25838,5.62144
137,6.00076,5.54596
138,6.93998,5.70095
139,6.77068,5.59189
140,7.33005,5.62541
141,7.18512,5.50954
142,3.17376,4.11878
143,3.02151,4.07235
144,2.92589,4.03175
145,2.92154,4.01774
146,3.15129,4.07834
147,-1.90925,3.73338
148,-1.98651,3.72750
149,-2.19121,3.80690
150,-2.23663,3.76413
151,-2.46911,3.84888
152,-2.40884,3.84863
153,-2.26402,3.77302
154,-2.17744,3.72583
155,-2.11276,3.70650
156,-2.32176,3.79273
157,-2.42058,3.82645
158,-2.91802,4.21539
159,-2.92936,4.19251
160,-2.86391,4.17926
161,-2.84519,4.15720
162,5.67949,6.73354
163,5.57755,6.73492
164,5.53599,6.77507
165,5.60444,6.78409
166,5.96039,7.29555
167,5.86946,7.32151
168,6.03491,7.26279
169,6.14558,7.23159
170,-3.13829,4.31891
171,-3.03235,4.27626
172,-3.04007,4.29616
173,-3.09400,4.33238
174,5.48484,6.75753
175,5.63661,6.73444
176,5.50424,6.78042
177,5.53578,6.72021
178,5.71007,6.66897
179,0.65477,3.09245
180,0.69688,3.10221
181,0.70042,3.12686
182,0.62529,3.10436
183,0.75046,3.12996
184,2.23747,3.59238
185,2.30366,3.81830
186,2.23934,3.78549
187,2.17905,3.61420
188,5.78290,7.31846
189,5.64922,6.91181
190,5.64596,6.95606
191,5.81044,7.30915
192,1.66214,3.47352
193,1.64272,3.33256
194,-5.41593,6.63983
