,mesh_name,Ra,Ram,magnetics_result_name,chi0,Pr,QPsi,QW,QT
0,Computational/n2_rotated/n2_N100-600-600-100_dr_03_rot_36,0,50000,Computational/n2_rotated/n2_N100-600-600-100_dr_03_rot_36/magnetics_H_5_chi0_2_mu_1000,2.0000000,700,0.9000000,0.0450000,0.6500000
