,Fi,H_nodes
0,0.00000,4.99921
1,5.07391,4.99938
2,10.12740,4.99990
3,15.14010,5.00085
4,20.09184,5.00248
5,24.96268,5.00379
6,29.73300,5.00586
7,34.38359,5.00802
8,38.89574,5.01055
9,43.25127,5.01304
10,47.43263,5.01642
11,51.42301,5.01947
12,55.20632,5.02256
13,58.76734,5.02492
14,62.09172,5.02830
15,65.16608,5.03109
16,67.97803,5.03378
17,70.51627,5.03593
18,72.77056,5.03915
19,74.73183,5.04085
20,76.39218,5.04315
21,77.74493,5.04425
22,78.78462,5.04538
23,79.50708,5.04632
24,79.90939,5.04675
25,79.98993,5.04695
26,79.74838,5.04671
27,79.18572,5.04619
28,78.30420,5.04480
29,77.10737,5.04381
30,75.60007,5.04199
31,73.78834,5.03942
32,71.67950,5.03771
33,69.28203,5.03510
34,66.60559,5.03222
35,63.66095,5.02958
36,60.45997,5.02645
37,57.01553,5.02415
38,53.34152,5.02135
39,49.45272,5.01781
40,45.36479,5.01472
41,41.09419,5.01227
42,36.65812,5.00963
43,32.07444,5.00697
44,27.36161,5.00515
45,22.53860,5.00306
46,17.62484,5.00144
47,12.64011,5.00055
48,7.60448,4.99949
49,2.53823,4.99914
50,-2.53823,4.99912
51,-7.60448,4.99950
52,-12.64011,5.00050
53,-17.62484,5.00163
54,-22.53860,5.00292
55,-27.36161,5.00485
56,-32.07444,5.00711
57,-36.65812,5.00967
58,-41.09419,5.01198
59,-45.36479,5.01468
60,-49.45272,5.01711
61,-53.34152,5.02074
62,-57.01553,5.02404
63,-60.45997,5.02695
64,-63.66095,5.02950
65,-66.60559,5.03203
66,-69.28203,5.03518
67,-71.67950,5.03791
68,-73.78834,5.03994
69,-75.60007,5.04160
70,-77.10737,5.04417
71,-78.30420,5.04480
72,-79.18572,5.04595
73,-79.74838,5.04676
74,-79.98993,5.04679
75,-79.90939,5.04653
76,-79.50708,5.04630
77,-78.78462,5.04545
78,-77.74493,5.04407
79,-76.39218,5.04298
80,-74.73183,5.04102
81,-72.77056,5.03896
82,-70.51627,5.03648
83,-67.97803,5.03352
84,-65.16608,5.03080
85,-62.09172,5.02829
86,-58.76734,5.02473
87,-55.20632,5.02233
88,-51.42301,5.01962
89,-47.43263,5.01618
90,-43.25127,5.01385
91,-38.89574,5.01073
92,-34.38359,5.00797
93,-29.73300,5.00642
94,-24.96268,5.00389
95,-20.09184,5.00250
96,-15.14010,5.00033
97,-10.12740,4.99994
98,-5.07391,5.00021
99,13.07643,4.99653
100,17.54704,4.99832
101,14.09047,4.99905
102,19.13998,5.00122
103,-46.65241,5.01929
104,-49.74743,5.02000
105,-49.90753,5.02208
106,-53.20963,5.02294
107,-4.30502,4.52739
108,-3.62167,4.41070
109,-3.75599,4.43299
110,-4.02330,4.47601
111,-4.66336,4.56423
112,-10.25978,5.74179
113,-9.64645,5.79096
114,-9.93596,5.73224
115,-10.62025,5.68051
116,-3.79362,4.45056
117,-3.91899,4.52082
118,-4.25056,4.56909
119,-4.29448,4.53879
120,-0.47119,3.64982
121,-0.65024,3.59797
122,-0.73347,3.70154
123,-0.46172,3.55198
124,-0.27659,3.56196
125,-0.09788,3.47933
126,0.06088,3.48295
127,-0.05025,3.55435
128,0.14541,3.57360
129,-8.11841,6.10288
130,-8.37342,6.07068
131,-8.06255,6.10380
132,-8.29783,6.08036
133,2.35083,4.15685
134,2.42422,4.16354
135,2.29105,4.12083
136,2.28509,4.10041
137,2.40088,4.13204
138,-2.53728,4.20553
139,-2.60874,4.21466
140,-2.70073,4.26295
141,-2.61831,4.26411
142,2.54151,4.24584
143,2.41636,4.20276
144,2.50624,4.25101
145,2.62151,4.29729
146,3.60019,4.88091
147,3.67561,4.86757
148,3.69572,4.90491
149,3.78276,4.90333
150,3.82721,4.87930
151,-1.23296,3.55769
152,-1.18647,3.54396
153,-1.27633,3.59254
154,-1.17363,3.51881
155,-1.12063,3.49518
156,-1.10344,3.48968
157,6.05266,5.84994
158,5.99984,5.83954
159,6.08938,5.82837
160,6.16350,5.84192
161,6.23732,5.81232
162,5.89300,5.74974
163,5.79064,5.74728
164,5.86825,5.72636
165,5.98273,5.72501
166,6.02108,5.73712
167,-2.51500,4.28512
168,-2.42746,4.24416
169,-2.51716,4.26529
170,-2.41353,4.21360
171,-2.90849,4.48444
