,mesh_name,Ra,Ram,magnetics_result_name,chi0,Pr,QPsi,QW,QT
0,Computational/n_3_dr_0.3_r,0,60000,Computational/n_3_dr_0.3_r/magnetics_H_5_chi0_2_mu_1000,2.00000,700,1.00000,0.05000,0.65000
