,Fi,H_nodes
0,0.00000,4.99932
1,5.07391,4.99944
2,10.12740,4.99964
3,15.14010,5.00064
4,20.09184,5.00263
5,24.96268,5.00519
6,29.73300,5.00724
7,34.38359,5.01040
8,38.89574,5.01319
9,43.25127,5.01704
10,47.43263,5.02047
11,51.42301,5.02418
12,55.20632,5.02821
13,58.76734,5.03303
14,62.09172,5.03659
15,65.16608,5.04086
16,67.97803,5.04413
17,70.51627,5.04810
18,72.77056,5.05093
19,74.73183,5.05415
20,76.39218,5.05754
21,77.74493,5.05851
22,78.78462,5.06005
23,79.50708,5.06139
24,79.90939,5.06171
25,79.98993,5.06210
26,79.74838,5.06208
27,79.18572,5.06078
28,78.30420,5.05969
29,77.10737,5.05822
30,75.60007,5.05527
31,73.78834,5.05236
32,71.67950,5.04975
33,69.28203,5.04622
34,66.60559,5.04235
35,63.66095,5.03860
36,60.45997,5.03433
37,57.01553,5.03055
38,53.34152,5.02696
39,49.45272,5.02283
40,45.36479,5.01909
41,41.09419,5.01545
42,36.65812,5.01133
43,32.07444,5.00878
44,27.36161,5.00619
45,22.53860,5.00379
46,17.62484,5.00210
47,12.64011,5.00064
48,7.60448,4.99912
49,2.53823,4.99893
50,-2.53823,4.99912
51,-7.60448,4.99944
52,-12.64011,5.00042
53,-17.62484,5.00247
54,-22.53860,5.00379
55,-27.36161,5.00693
56,-32.07444,5.00996
57,-36.65812,5.01156
58,-41.09419,5.01499
59,-45.36479,5.01893
60,-49.45272,5.02262
61,-53.34152,5.02669
62,-57.01553,5.02973
63,-60.45997,5.03307
64,-63.66095,5.03754
65,-66.60559,5.04103
66,-69.28203,5.04371
67,-71.67950,5.04699
68,-73.78834,5.05024
69,-75.60007,5.05249
70,-77.10737,5.05411
71,-78.30420,5.05628
72,-79.18572,5.05706
73,-79.74838,5.05813
74,-79.98993,5.05887
75,-79.90939,5.05834
76,-79.50708,5.05757
77,-78.78462,5.05703
78,-77.74493,5.05553
79,-76.39218,5.05356
80,-74.73183,5.05089
81,-72.77056,5.04815
82,-70.51627,5.04537
83,-67.97803,5.04229
84,-65.16608,5.03899
85,-62.09172,5.03573
86,-58.76734,5.03183
87,-55.20632,5.02831
88,-51.42301,5.02467
89,-47.43263,5.02050
90,-43.25127,5.01744
91,-38.89574,5.01373
92,-34.38359,5.01029
93,-29.73300,5.00782
94,-24.96268,5.00519
95,-20.09184,5.00300
96,-15.14010,5.00186
97,-10.12740,5.00025
98,-5.07391,4.99958
99,6.78067,6.96621
100,6.51106,7.03583
101,6.66980,6.97499
102,6.90188,6.90210
103,-1.54649,3.77978
104,-1.46176,3.60226
105,-1.52370,3.59535
106,5.93339,7.10351
107,6.04348,7.07247
108,5.97176,7.11753
109,5.84571,6.71073
110,5.95915,7.07924
111,-2.67286,4.62504
112,-2.61132,4.59276
113,-2.66440,4.58572
114,-2.54270,4.28059
115,-2.57262,4.55590
116,-3.10903,4.65868
117,-3.24853,4.71249
118,-3.28269,4.65871
119,-2.99183,4.66774
120,-3.11255,4.71217
121,-2.96032,4.36897
122,-2.77763,4.33615
123,-2.96577,4.40875
124,-2.92616,4.31692
125,-2.70742,4.27498
126,-2.31087,4.20802
127,-2.46176,4.25719
128,-2.32169,4.18226
129,-2.47154,4.23744
130,6.08520,7.04158
131,6.21430,7.02025
132,6.12436,7.07323
133,5.85357,6.71001
134,3.47085,4.13254
135,3.57912,4.44163
136,3.52425,4.13979
137,-6.70087,6.33771
138,-6.60293,6.01552
139,-6.58506,5.87130
140,-1.65806,3.85589
141,-1.58861,3.81014
142,-1.58557,3.68006
143,-2.60410,4.35187
144,-2.73543,4.66089
145,-2.66552,4.42863
146,-6.82449,6.35798
147,-6.74671,5.80671
148,-6.75179,5.99265
149,-6.86603,6.35404
150,-6.74068,5.98049
151,-5.29181,6.06517
152,-5.37059,6.04200
153,-5.27371,6.04846
154,-5.35032,6.06875
155,6.34490,7.21774
156,6.23333,7.25458
157,6.14030,7.28309
158,6.23038,7.25770
159,6.06575,7.32911
160,6.31294,7.21388
161,6.16661,7.26460
162,6.15228,7.28147
163,6.36869,7.19475
164,-2.88916,4.66700
165,-2.88583,4.63116
166,-2.79145,4.62326
167,-2.99503,4.72376
168,-7.55629,6.21079
169,-7.37833,6.24016
170,-7.54927,6.22401
171,-7.16716,6.27451
172,-7.30158,6.26151
173,6.95502,6.85743
174,6.68978,6.93707
175,6.82379,6.85858
176,-1.78592,3.86820
177,-1.69015,3.83062
178,-1.59489,3.78693
179,-1.95235,3.93857
180,-1.89649,3.92008
181,-6.35755,5.84697
182,-6.55255,5.87271
183,-6.22941,5.91067
184,-6.44316,5.78542
185,-6.72850,5.81199
186,-8.39881,6.14028
187,-8.06201,6.19578
188,-8.33967,6.16301
189,-8.45691,6.13557
190,-8.06665,6.18286
191,12.22990,5.47978
192,13.52380,5.43129
193,12.94686,5.35553
194,11.71679,5.37924
195,-7.80353,6.08574
196,-7.46493,6.14215
197,-7.48582,6.11296
198,-7.79590,6.06532
199,-7.76673,6.23133
200,-7.83765,6.21677
201,-5.01982,5.32188
202,-4.80271,5.23278
203,-4.73557,5.31742
204,6.64887,6.42709
205,6.95413,6.35466
206,6.84645,6.43093
207,7.14886,6.37155
208,-2.21604,4.09395
209,-2.07142,4.03369
210,-2.02495,3.99863
211,-2.12787,4.02576
212,6.84946,7.05129
213,6.57165,7.12978
214,6.72512,7.08161
215,6.51933,7.15075
216,-5.15744,5.80884
217,-5.05927,5.78525
218,-5.20249,5.75458
219,-5.34910,5.77236
220,1.21282,3.27011
221,1.18942,3.22340
222,1.26664,3.26370
223,1.31740,3.30888
224,-3.03087,4.77553
225,-3.12612,4.76338
226,3.63498,4.47915
227,3.72757,4.49294
228,3.66573,4.45789
229,3.57919,4.44344
230,3.60272,4.42946
231,-3.05042,4.78373
232,-2.92619,4.72946
233,-3.05216,4.72851
234,-6.96283,6.33984
235,-6.94774,6.34477
236,-1.42581,3.68219
237,-1.50277,3.73203
238,-1.51464,3.73577
239,-3.43397,5.08908
240,-3.38006,5.12448
241,-3.32451,5.09220
242,-3.31933,5.05900
243,-4.56859,5.79701
244,-4.63952,5.81492
245,-4.66893,5.77509
246,-4.52782,5.54572
247,-4.58284,5.48966
248,3.39401,4.32655
249,3.32341,4.28870
250,3.37580,4.29072
251,3.30811,3.93462
252,3.36278,4.10718
253,3.77736,4.57130
254,3.80148,4.60826
255,3.73328,4.27182
256,3.68170,4.22848
257,2.65190,3.72935
258,2.65993,3.87794
259,2.59291,3.69655
260,5.78970,6.64817
261,5.65630,6.19713
262,5.67263,6.21518
263,0.83998,3.04058
264,0.90491,3.10406
265,0.90266,3.05451
266,-2.38800,4.40271
267,-2.35808,4.21425
268,-2.29645,4.15330
269,-4.32319,5.66462
270,-4.19024,5.32065
271,-4.24733,5.29464
272,-6.16072,5.80596
273,-6.28468,6.27826
274,-6.24816,6.27190
275,4.86272,5.44470
276,4.74929,5.00987
277,4.78748,4.95695
278,-5.25665,5.58326
279,-5.20788,5.72919
280,-5.41560,6.07361
281,-5.48152,6.04300
282,3.60626,4.46878
283,3.57719,4.11019
284,3.66251,4.49497
285,1.38841,3.25044
286,1.44801,3.28697
287,1.42665,3.28913
288,1.37095,3.17007
289,1.43330,3.21108
290,6.02038,7.31308
291,6.03043,7.31750
292,5.91677,6.90472
293,2.85232,3.99189
294,2.79750,3.96306
295,2.76895,3.75710
296,2.78046,3.94285
297,2.71056,3.73335
298,5.86095,6.67364
299,6.03958,7.11204
300,5.94743,7.14716
301,3.86158,4.63768
302,3.86558,4.60653
303,5.31811,5.81552
304,5.29328,5.77200
305,5.45232,5.77980
306,5.22139,5.84138
307,5.20071,5.80454
308,-1.62559,3.81813
309,-1.57169,3.77941
310,-1.71515,3.87432
311,-1.67316,3.82890
312,-6.82615,6.32847
313,-6.92278,6.32058
314,-6.77424,6.33795
315,-6.83416,6.32183
316,-7.00270,6.29962
317,-5.47930,6.01581
318,-5.35554,6.02436
319,-5.59578,5.97702
320,-5.44197,5.99121
321,-1.86557,3.98646
322,-1.96799,4.02489
323,-1.96346,4.04566
324,-2.03614,4.03930
325,-2.07838,4.08581
326,3.65530,4.35584
327,3.63611,4.32586
328,3.52000,4.30926
329,3.79198,4.40687
330,3.78607,4.37787
331,-7.31604,6.24038
332,-7.25782,6.24030
333,-7.50029,6.21280
