,Fi
0,inf
1,0.4229724
2,0.2035851
3,0.1361644
4,0.1023049
5,0.0822368
6,0.0689684
7,0.0595131
8,0.0524057
9,0.0468499
10,0.0423759
11,0.0386889
12,0.0355935
13,0.0329548
14,0.0306762
15,0.0286867
16,0.0269329
17,0.0253740
18,0.0239779
19,0.0227195
20,0.0215786
21,0.0205387
22,0.0195866
23,0.0187112
24,0.0179032
25,0.0171549
26,0.0164599
27,0.0158124
28,0.0152077
29,0.0146416
30,0.0141106
31,0.0136114
32,0.0131413
33,0.0126978
34,0.0122788
35,0.0118823
36,0.0115066
37,0.0111501
38,0.0108115
39,0.0104894
40,0.0101828
41,0.0098906
42,0.0096117
43,0.0093455
44,0.0090910
45,0.0088476
46,0.0086145
47,0.0083912
48,0.0081771
49,0.0079717
50,0.0077744
51,0.0075849
52,0.0074026
53,0.0072273
54,0.0070586
55,0.0068960
56,0.0067394
57,0.0065884
58,0.0064427
59,0.0063021
60,0.0061663
61,0.0060351
62,0.0059083
63,0.0057857
64,0.0056671
65,0.0055523
66,0.0054411
67,0.0053334
68,0.0052291
69,0.0051280
70,0.0050300
71,0.0049349
72,0.0048426
73,0.0047530
74,0.0046660
75,0.0045815
76,0.0044994
77,0.0044196
78,0.0043421
79,0.0042666
80,0.0041933
81,0.0041218
82,0.0040523
83,0.0039847
84,0.0039188
85,0.0038546
86,0.0037920
87,0.0037311
88,0.0036717
89,0.0036137
90,0.0035572
91,0.0035021
92,0.0034483
93,0.0033958
94,0.0033446
95,0.0032945
96,0.0032457
97,0.0031979
98,0.0031513
99,0.0031058
100,0.0030612
101,0.0030177
102,0.0029751
103,0.0029335
104,0.0028928
105,0.0028530
106,0.0028140
107,0.0027759
108,0.0027385
109,0.0027020
110,0.0026662
111,0.0026312
112,0.0025969
113,0.0025633
114,0.0025303
115,0.0024981
116,0.0024664
117,0.0024354
118,0.0024050
119,0.0023753
120,0.0023460
121,0.0023174
122,0.0022893
123,0.0022617
124,0.0022346
125,0.0022081
126,0.0021820
127,0.0021564
128,0.0021313
129,0.0021067
130,0.0020825
131,0.0020587
132,0.0020354
133,0.0020124
134,0.0019899
135,0.0019677
136,0.0019460
137,0.0019246
138,0.0019036
139,0.0018829
140,0.0018626
141,0.0018427
142,0.0018230
143,0.0018037
144,0.0017847
145,0.0017661
146,0.0017477
147,0.0017296
148,0.0017118
149,0.0016943
150,0.0016771
151,0.0016602
152,0.0016435
153,0.0016270
154,0.0016109
155,0.0015949
156,0.0015793
157,0.0015638
158,0.0015486
159,0.0015336
160,0.0015189
161,0.0015044
162,0.0014900
163,0.0014759
164,0.0014620
165,0.0014483
166,0.0014348
167,0.0014215
168,0.0014084
169,0.0013955
170,0.0013827
171,0.0013701
172,0.0013577
173,0.0013455
174,0.0013335
175,0.0013216
176,0.0013098
177,0.0012983
178,0.0012869
179,0.0012756
180,0.0012645
181,0.0012535
182,0.0012427
183,0.0012320
