,W,Psi
0,-0.08507597626317938,0.0
1,-0.0708016732838414,0.0
2,0.19956304839583242,0.0
3,0.522960072304657,0.0
4,1.1965633158698887,0.0
5,1.8337111607193917,0.0
6,2.4514358736988173,0.0
7,3.007239345774505,0.0
8,3.4976103904205385,0.0
9,4.205186907771309,0.0
10,4.695826450477905,0.0
11,5.0536438915779565,0.0
12,5.571319167400597,0.0
13,5.854783235986631,0.0
14,6.061539216119652,0.0
15,6.360526788109259,0.0
16,6.766409227739832,0.0
17,6.950681577197212,0.0
18,6.888763349356102,0.0
19,6.698344596062851,0.0
20,6.558323209208903,0.0
21,6.325816840811349,0.0
22,5.807510722395235,0.0
23,5.72575337528538,0.0
24,5.5293812346178735,0.0
25,5.465405850440608,0.0
26,5.149590082336952,0.0
27,5.1092028362743775,0.0
28,4.993069262883087,0.0
29,4.409694486396655,0.0
30,4.594631752396943,0.0
31,4.151300505197165,0.0
32,3.953519751309784,0.0
33,3.261673802832042,0.0
34,2.708910254814117,0.0
35,1.9198982546295875,0.0
36,1.0706901124771118,0.0
37,0.2975563379522239,0.0
38,-0.00889018288701978,0.0
39,-0.015823506873643645,0.0
40,-0.022154439062989147,0.0
41,0.2223563740573518,0.0
42,1.0033631273098498,0.0
43,1.783033962001436,0.0
44,2.634690242612982,0.0
45,3.4703252265322444,0.0
46,4.253041691089931,0.0
47,5.5556954559598495,0.0
48,6.888795589946269,0.0
49,7.549374947468392,0.0
50,8.763993952628589,0.0
51,9.084439359562563,0.0
52,8.025689882632596,0.0
53,7.752938724538538,0.0
54,5.781319602207651,0.0
55,4.318375329871018,0.0
56,0.014193821498901898,0.0
57,-3.2261758921961423,0.0
58,-8.292568426227112,0.0
59,-13.061300863802082,0.0
60,-16.8351506627295,0.0
61,-20.15676313292336,0.0
62,-22.1801281647951,0.0
63,-23.306814511112854,0.0
64,-23.602630231988165,0.0
65,-23.682627252586038,0.0
66,-23.619186267347086,0.0
67,-21.874620614467535,0.0
68,-20.28757323456766,0.0
69,-17.06966889345448,0.0
70,-13.368237116406032,0.0
71,-13.479582157491915,0.0
72,-12.58998926679747,0.0
73,-14.772153403191385,0.0
74,-19.974628999591822,0.0
75,-32.27576710359811,0.0
76,-51.86282047362387,0.0
77,-34.02688102159207,0.0
78,307.1110605081852,0.0
79,350.5747443841917,0.0
80,318.5240372478877,0.0
81,216.5350016159341,0.0
82,245.05128621362246,0.0
83,206.2966954260234,0.0
84,182.29974822195322,0.0
85,135.5953948366792,0.0
86,153.8088043553342,0.0
87,133.7512176130734,0.0
88,112.62085460091893,0.0
89,85.62762309127638,0.0
90,87.79758191459797,0.0
91,88.10529309945825,0.0
92,72.14277883972197,0.0
93,61.8047370431474,0.0
94,65.78484065957826,0.0
95,66.79722118949202,0.0
