,Fi,H_nodes
0,80.00000,5.06833
1,79.83893,5.06865
2,79.35639,5.06760
3,78.55430,5.06630
4,77.43590,5.06456
5,76.00569,5.06191
6,74.26943,5.05940
7,72.23412,5.05645
8,69.90795,5.05249
9,67.30028,5.04852
10,64.42162,5.04409
11,61.28356,5.03961
12,57.89872,5.03553
13,54.28075,5.03114
14,50.44421,5.02695
15,46.40455,5.02257
16,42.17804,5.01911
17,37.78169,5.01551
18,33.23320,5.01036
19,28.55090,5.00781
20,23.75363,5.00511
21,18.86071,5.00295
22,13.89185,5.00108
23,8.86706,4.99954
24,3.80655,4.99913
25,-1.26928,4.99856
26,-6.34000,4.99920
27,-11.38519,4.99994
28,-16.38453,5.00161
29,-21.31791,5.00343
30,-26.16544,5.00566
31,-30.90761,5.01006
32,-35.52533,5.01234
33,-40.00000,5.01662
34,-44.31361,5.02018
35,-48.44877,5.02466
36,-52.38886,5.02893
37,-56.11799,5.03299
38,-59.62116,5.03727
39,-62.88425,5.04251
40,-65.89413,5.04595
41,-68.63867,5.05031
42,-71.10684,5.05360
43,-73.28868,5.05745
44,-75.17541,5.06052
45,-76.75944,5.06350
46,-78.03438,5.06520
47,-78.99511,5.06721
48,-79.63775,5.06804
49,-79.95972,5.06882
50,-79.95972,5.06875
51,-79.63775,5.06819
52,-78.99511,5.06716
53,-78.03438,5.06564
54,-76.75944,5.06318
55,-75.17541,5.06090
56,-73.28868,5.05759
57,-71.10684,5.05368
58,-68.63867,5.05022
59,-65.89413,5.04616
60,-62.88425,5.04182
61,-59.62116,5.03716
62,-56.11799,5.03276
63,-52.38886,5.02885
64,-48.44877,5.02418
65,-44.31361,5.02136
66,-40.00000,5.01635
67,-35.52533,5.01252
68,-30.90761,5.00900
69,-26.16544,5.00680
70,-21.31791,5.00296
71,-16.38453,5.00284
72,-11.38519,5.00048
73,-6.34000,4.99898
74,-1.26928,4.99914
75,3.80655,4.99922
76,8.86706,4.99984
77,13.89185,5.00150
78,18.86071,5.00324
79,23.75363,5.00489
80,28.55090,5.00738
81,33.23320,5.01147
82,37.78169,5.01499
83,42.17804,5.01865
84,46.40455,5.02260
85,50.44421,5.02662
86,54.28075,5.03154
87,57.89872,5.03603
88,61.28356,5.03916
89,64.42162,5.04413
90,67.30028,5.04831
91,69.90795,5.05235
92,72.23412,5.05573
93,74.26943,5.05880
94,76.00569,5.06212
95,77.43590,5.06466
96,78.55430,5.06693
97,79.35639,5.06761
98,79.83893,5.06788
99,-71.07489,5.07213
100,-70.88539,5.06967
101,-74.74252,5.06822
102,-74.59212,5.06529
103,-53.65003,5.03921
104,-56.63141,5.03836
105,-51.74530,5.03494
106,-54.20874,5.03409
107,9.58010,5.91056
108,9.59710,6.03614
